path,label
./samples/Cymatics - Terror Full Kick 029.wav,kick
./samples/RKD_KICK_12.wav,kick
./samples/RKD_KICK_06.wav,kick
./samples/OS_UT_Kick_11.wav,kick
./samples/GS_EDGE_KICK_CONE.wav,kick
./samples/2sg_kick_addict.wav,kick
./samples/Cymatics - Terror Full Kick 015.wav,kick
./samples/NUE_Battle_Kick_2.wav,kick
./samples/NM1_KICK_20.wav,kick
./samples/Cymatics - Terror Full Kick 001.wav,kick
./samples/FAI_Break_Kick_76.wav,kick
./samples/KSHMR_Acoustic_Kick_10_Clean.wav,kick
./samples/SKURABRST_kick_bof.wav,kick
./samples/MDSN_CRMNCCI_kick_name.wav,kick
./samples/SLS_175_Zap_Kick.wav,kick
./samples/JBK_Kick_32b.wav,kick
./samples/BWB 5 Kick Sample (5).wav,kick
./samples/JNX_Kick 30.wav,kick
./samples/JNX_Kick 24.wav,kick
./samples/BWB 5 Kick (19).wav,kick
./samples/MAT_ZO_kick_16.wav,kick
./samples/JNX_Kick 18.wav,kick
./samples/ukg_kick_demand.wav,kick
./samples/AND_Kick_140.wav,kick
./samples/GS_EDGE_KICK_FUHI.wav,kick
./samples/IC1_172_Kick_Halftime2.wav,kick
./samples/JBK_Kick_126.wav,kick
./samples/BIG WHITE KICK 36.wav,kick
./samples/BWB DUBSTEP KICK (10).wav,kick
./samples/ukg_kick_mello.wav,kick
./samples/BIG WHITE KICK 22.wav,kick
./samples/JBK_Kick_90a.wav,kick
./samples/JBK_Kick_5c.wav,kick
./samples/JBK_Kick_69.wav,kick
./samples/AND_Ghost_Kick_48.wav,kick
./samples/BIG WHITE KICK 2.wav,kick
./samples/BWB 6 KICK (22).wav,kick
./samples/JBK_Kick_55.wav,kick
./samples/JBK_Kick_41.wav,kick
./samples/AND_Kick_034.wav,kick
./samples/PMHJ_Kick_Helix.wav,kick
./samples/RKU_BLN_KICK012.wav,kick
./samples/IQ_EC_Kick_05.wav,kick
./samples/HVE_EK_Kick 3.wav,kick
./samples/HVE_HB_Kick_20.wav,kick
./samples/IMAABS_kick_one_shot_vy_bass_01_G.wav,kick
./samples/GS_MDNB_mdnb_kick_18.wav,kick
./samples/AND_Kick_020.wav,kick
./samples/JBK_Kick_96.wav,kick
./samples/AND_Kick_008.wav,kick
./samples/XG_kick_one_shot_aquari_v2.wav,kick
./samples/NLG_Kicks_07.wav,kick
./samples/Graves_kick_01.wav,kick
./samples/BWB 5 Kick Live (3).wav,kick
./samples/IC1_172_KickSnare_Liquid2.wav,kick
./samples/NLG_Kicks_13.wav,kick
./samples/JBK_Kick_82.wav,kick
./samples/MEDASIN_IRENE_kick_kickaroo.wav,kick
./samples/BWB 5 Kick Perc (4).wav,kick
./samples/DYRO_kick_punch_G.wav,kick
./samples/JBK_Kick_28a.wav,kick
./samples/ff_btr_kick_low_tight.wav,kick
./samples/ELX_BTD_kick_click.wav,kick
./samples/SOPHIE_sub_with_kick_07_E.wav,kick
./samples/KSHMR_Vinyl_Kick_05.wav,kick
./samples/BWB HIP-HOP KICK (3).wav,kick
./samples/JBK_Kick_153a.wav,kick
./samples/BIGWHITE KICKS (4).wav,kick
./samples/NLG_Kicks_05.wav,kick
./samples/NLG_Kicks_11.wav,kick
./samples/RKU_BLN_KICK038.wav,kick
./samples/dNb7 Kick .wav,kick
./samples/JBK_Kick_9b.wav,kick
./samples/AND_Kick_036.wav,kick
./samples/AND_Kick_022.wav,kick
./samples/BWB P&T KICK (11).wav,kick
./samples/LEOPACK_KICK_ProMorph.wav,kick
./samples/HVE_EK_Kick 1.wav,kick
./samples/KSHMR_Chest_Kick_01.wav,kick
./samples/RKU_DSP_ONESHOT_KICK019.wav,kick
./samples/JBK_Kick_57.wav,kick
./samples/DKVPZ_kick_one_shot_short.wav,kick
./samples/JBK_Kick_5a.wav,kick
./samples/PVP_Kick_Rope.wav,kick
./samples/JBK_Kick_165a.wav,kick
./samples/BIG WHITE KICK 34.wav,kick
./samples/LF_kick_06_v2.wav,kick
./samples/BIG WHITE KICK 20.wav,kick
./samples/JBK_Kick_12b.wav,kick
./samples/JBK_Kick_118.wav,kick
./samples/GarageStep_Kick.wav,kick
./samples/EK_kick_mindremix.wav,kick
./samples/JBK_Kick_130.wav,kick
./samples/BRD_KICK_19.wav,kick
./samples/AND_Kick_142.wav,kick
./samples/BWB 5 Kick Hard (7).wav,kick
./samples/BBL_kick_show.wav,kick
./samples/JBK_Kick_124.wav,kick
./samples/MAT_ZO_kick_14.wav,kick
./samples/UZ_SS_kick_deep.wav,kick
./samples/RKU_LSS_Kick_One_Shot_CPU_10.wav,kick
./samples/JNX_Kick 32.wav,kick
./samples/RKT_Kick_2.wav,kick
./samples/MAT_ZO_kick_28.wav,kick
./samples/RA_JU_KickSnare_02_175.wav,kick
./samples/cj_kick_one_shot_live_low_sept.wav,kick
./samples/RA_JU_KickSnare_12_175.wav,kick
./samples/JNX_Kick 26.wav,kick
./samples/JBK_Kick_45b.wav,kick
./samples/FAI_Break_Kick_146.wav,kick
./samples/FAI_Break_Kick_152.wav,kick
./samples/MSKRB_kick_24.wav,kick
./samples/JBK_Kick_132a.wav,kick
./samples/BWB HIP-HOP KICK (10).wav,kick
./samples/dhh3_kick_processed_low.wav,kick
./samples/Cymatics - Terror Full Kick 017.wav,kick
./samples/Cymatics - Terror Full Kick 003.wav,kick
./samples/BWB P&T KICK (7).wav,kick
./samples/RKD_KICK_10.wav,kick
./samples/BWB 6 KICK (14).wav,kick
./samples/EK_kick_threatz.wav,kick
./samples/RKD_KICK_04.wav,kick
./samples/OS_UT_Kick_13.wav,kick
./samples/WCT_kick_keplunk.wav,kick
./samples/OS_UT_Kick_12.wav,kick
./samples/RKD_KICK_05.wav,kick
./samples/GS_EDGE_KICK_OWET.wav,kick
./samples/EKALI_kick_babylon_drop.wav,kick
./samples/RKD_KICK_11.wav,kick
./samples/BWB 5 Kick Sample (9).wav,kick
./samples/Cymatics - Terror Full Kick 002.wav,kick
./samples/MAURICE_WEST_Yin_Yang_Kick_D#.wav,kick
./samples/GS_EDGE_KICK_OLECC.wav,kick
./samples/Cymatics - Terror Full Kick 016.wav,kick
./samples/NUE_Battle_Kick_1.wav,kick
./samples/TA_9DH_KICK_ONESHOT_DEEP.wav,kick
./samples/FAI_Break_Kick_61.wav,kick
./samples/BBL_kick_micro_room.wav,kick
./samples/BWB RNB KICK (6).wav,kick
./samples/JBK_Kick_32a.wav,kick
./samples/BWB KICK (27).wav,kick
./samples/JUST_kick_pound.wav,kick
./samples/JNX_Kick 27.wav,kick
./samples/MAT_ZO_kick_29.wav,kick
./samples/RKT_Kick_3.wav,kick
./samples/JNX_Kick 33.wav,kick
./samples/MAT_ZO_kick_01.wav,kick
./samples/FULL_CRATE_kick_one_shot_sheesh.wav,kick
./samples/UMRU_kick_taut.wav,kick
./samples/BWB 5 Kick (15).wav,kick
./samples/JBK_Kick_125.wav,kick
./samples/DKVPZ_kick_one_shot_cool.wav,kick
./samples/JBK_Kick_131.wav,kick
./samples/ukg_kick_fenton.wav,kick
./samples/AND_Kick_143.wav,kick
./samples/BRD_KICK_18.wav,kick
./samples/BIG WHITE KICK 21.wav,kick
./samples/JUST_kick_full.wav,kick
./samples/PMIN_Kick_Dragon.wav,kick
./samples/BIG WHITE KICK 35.wav,kick
./samples/CR-68 KICK.wav,kick
./samples/LLTXS_texcore_kick_one_shot_resotex_E.wav,kick
./samples/BIG WHITE KICK 1.wav,kick
./samples/JBK_Kick_90b.wav,kick
./samples/Sample God - Punch Kick.wav,kick
./samples/JUST_kick_metal.wav,kick
./samples/EK_kick_thunk.wav,kick
./samples/RKU_DSP_ONESHOT_KICK018.wav,kick
./samples/MTVRA_140_vocal_dry_phonk_kickin_back_C#m.wav,kick
./samples/JUST_kick_family.wav,kick
./samples/JBK_Kick_56.wav,kick
./samples/BWB 5 Kick Old School (5).wav,kick
./samples/AND_Kick_023.wav,kick
./samples/BWB Birthday Cake Kick.wav,kick
./samples/RKU_BLN_KICK01.wav,kick
./samples/UDCT_kick_low_smack.wav,kick
./samples/AND_Kick_037.wav,kick
./samples/808kick.wav,kick
./samples/PMHJ_Kick_Blow_Up.wav,kick
./samples/JBK_Kick_81.wav,kick
./samples/EK_kick_orphansson.wav,kick
./samples/NLG_Kicks_10.wav,kick
./samples/NLG_Kicks_04.wav,kick
./samples/JBK_Kick_95.wav,kick
./samples/XG_kick_one_shot_ophiuchus_v2.wav,kick
./samples/KSHMR_Top_Kick_08.wav,kick
./samples/MDSN_CRMNCCI_kick_celery.wav,kick
./samples/IMAABS_kick_one_shot_calypso_sub.wav,kick
./samples/JBK_Kick_28b.wav,kick
./samples/PMHJ_Drum_Fill_172_Kicker.wav,kick
./samples/KSHMR_Stomp_Kick_08.wav,kick
./samples/JBK_Kick_153b.wav,kick
./samples/GS_EDGE_KICK_ROSBA.wav,kick
./samples/2sg_kick_acca.wav,kick
./samples/BWB KICK (31).wav,kick
./samples/JUST_kick_808_pop_thud.wav,kick
./samples/JUST_kick_doctor.wav,kick
./samples/Cymatics - Terror Short Kick 001.wav,kick
./samples/SOPHIE_kick_wet_06.wav,kick
./samples/Cymatics - Terror Short Kick 015.wav,kick
./samples/BWB HIP-HOP KICK (4).wav,kick
./samples/JBK_Kick_23b.wav,kick
./samples/PMRDW2_Kick_Iron_Jet.wav,kick
./samples/Cymatics - Terror Short Kick 029.wav,kick
./samples/BWB 5 Kick Perc (3).wav,kick
./samples/ELX_BTD_fill_kick_fill_150.wav,kick
./samples/JM2_Kick_22.wav,kick
./samples/Sharooz 808 Kick_8.wav,kick
./samples/JBK_Kick_58c.wav,kick
./samples/TYNAN_kick_cuts_right_through.wav,kick
./samples/GS_EDGE_KICK_SEQUI.wav,kick
./samples/AND_Kick_050.wav,kick
./samples/HVE_HB_Kick_3.wav,kick
./samples/2sg_kick_freeze.wav,kick
./samples/AND_Kick_044.wav,kick
./samples/KSHMR_Kick_Enhancer_06_Stomp.wav,kick
./samples/ELX_BTD_kick_trap.wav,kick
./samples/LTRX_kick_eshay.wav,kick
./samples/CHE_Kick_07.wav,kick
./samples/ELX_BTD_kick_low_sauce.wav,kick
./samples/BWB 5 Kick Live (4).wav,kick
./samples/AND_Kick_078.wav,kick
./samples/temu-bacot_must-be-the-kicks-1_vocals_one_shot_.wav.wav,kick
./samples/BWB 6 KICK (25).wav,kick
./samples/AND_Kick_093.wav,kick
./samples/AND_Kick_087.wav,kick
./samples/AND_Ghost_Kick_38.wav,kick
./samples/AND_Ghost_Kick_10.wav,kick
./samples/UMRU_kick_restart_widened.wav,kick
./samples/ELK_kick_one_shot_action.wav,kick
./samples/EKALI_kick_forever.wav,kick
./samples/PMHJ_Kick_Infoinside.wav,kick
./samples/AND_Ghost_Kick_04.wav,kick
./samples/RA_JU_KickSnare_09_175.wav,kick
./samples/UDCT_kick_smashed.wav,kick
./samples/JBK_Kick_156.wav,kick
./samples/AND_Kick_124.wav,kick
./samples/AND_Kick_130.wav,kick
./samples/GS_SB_KICK_FLA.wav,kick
./samples/EK_kick_phasey.wav,kick
./samples/AND_Kick_118.wav,kick
./samples/BIG WHITE KICK 52.wav,kick
./samples/BIG WHITE KICK 46.wav,kick
./samples/PVP_Kick_Tadahiro.wav,kick
./samples/RHH2_kick_vinyl_mace.wav,kick
./samples/SLS_Kick_14.wav,kick
./samples/JNX_Kick 40.wav,kick
./samples/JBK_Kick_19c.wav,kick
./samples/JBK_Kick_119b.wav,kick
./samples/IC1_Kick_07.wav,kick
./samples/JUST_kick_inside.wav,kick
./samples/IC1_Kick_13.wav,kick
./samples/MAT_ZO_kick_66.wav,kick
./samples/GS_EDGE_KICK_ZAVSEY.wav,kick
./samples/cj_kick_one_shot_live_mid_fuzz.wav,kick
./samples/FAI_Break_Kick_108.wav,kick
./samples/KSHMR_Punchy_Kick_32_F#.wav,kick
./samples/BWB P&T KICK.wav,kick
./samples/XG_kick_thump.wav,kick
./samples/BWB 5 Kick Sample (2).wav,kick
./samples/JBK_Kick_35b.wav,kick
./samples/ELX_BTD_kick_clippy_01.wav,kick
./samples/JBK_Kick_142a.wav,kick
./samples/FAI_Break_Kick_134.wav,kick
./samples/KSHMR_Acoustic_Kick_12_Natural.wav,kick
./samples/RKT_Kick_16.wav,kick
./samples/mta_kick_one_shot_low_saturate_roctone.wav,kick
./samples/GS_ADnB_kick_24.wav,kick
./samples/HVE_EK_Kick_20.wav,kick
./samples/Sharooz 808 Kick_17.wav,kick
./samples/LF_kick_06.wav,kick
./samples/GS_ADnB_kick_18.wav,kick
./samples/CP3_Switch_Kick_1.wav,kick
./samples/GS_ADnB_kick_19.wav,kick
./samples/KSHMR_Punchy_Kick_41_G#.wav,kick
./samples/Sharooz 808 Kick_16.wav,kick
./samples/BWB DUBSTEP KICK (5).wav,kick
./samples/EK_kick_longtime.wav,kick
./samples/KSHMR_Punchy_Kick_15_F.wav,kick
./samples/RKT_Kick_17.wav,kick
./samples/SKURABRST_kick_strong.wav,kick
./samples/RA_JU_Kick_01.wav,kick
./samples/JBK_Kick_42a.wav,kick
